Seed IDX	Generation	Fitness	Chromosome
0	0	25	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	
1	0	25	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	
2	0	25	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	
3	0	25	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	
4	0	25	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	
5	0	25	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	
6	0	25	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	
7	0	25	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	
8	0	25	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	1	
9	0	25	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	
10	0	25	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	
11	0	25	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	
12	0	25	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	
13	0	25	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	
14	0	25	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	
15	0	25	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	
16	0	25	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	
17	0	25	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	
18	0	25	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	1	
19	0	25	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	
20	0	25	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	
21	0	25	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	
22	0	25	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	
23	0	25	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	
24	0	25	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	
25	0	25	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	
26	0	25	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	1	
27	0	25	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	
28	0	25	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	
29	0	25	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	
