Gen	Min	Max	AVG
0	16.44912666666666	78.54313666666667	53.75289943333332
1	23.102819999999998	78.47533333333334	56.80212136666666
2	25.899119999999993	78.82233333333333	59.594475633333346
3	28.38258666666667	78.72442333333332	61.56319676666667
4	32.908563333333326	79.01309666666664	63.268972466666675
5	34.61424	78.93397333333334	64.59074016666666
6	34.536363333333334	79.28296333333333	65.90427170000001
7	37.26216333333333	79.23627	66.85856693333334
8	40.353660000000005	79.32023000000001	67.67350213333334
9	40.488479999999996	79.39959666666668	68.66874943333333
10	42.23797666666667	79.41780666666665	69.15516786666667
11	43.91932999999999	79.44217666666665	69.6073182
12	43.69461999999999	79.46502999999998	69.8239929666667
13	45.45450666666666	79.39618333333333	70.17633586666668
14	46.069570000000006	79.36000666666668	70.25600783333334
15	44.67560666666667	79.42406	70.61339033333336
16	43.54508999999999	79.43135000000001	70.95511593333335
17	44.80432333333332	79.43805333333333	71.45283113333333
18	46.507683333333325	79.47868999999999	71.78053946666667
19	45.318063333333335	79.4291533333333	71.72161606666667
20	48.14848666666666	79.49699333333332	71.86447483333335
21	45.84262666666666	79.57095666666666	71.93376383333333
22	48.468266666666665	79.56334999999999	72.25845266666667
23	49.12411666666666	79.50627333333334	72.28767536666668
24	48.74870333333332	79.49066333333333	72.48044016666667
25	48.33890999999999	79.56289333333332	72.62978413333333
26	47.923829999999995	79.54064666666666	72.65794203333333
27	48.40953	79.49394000000001	72.91332096666665
28	48.444346666666675	79.51516000000001	73.1143992
29	48.833076666666656	79.50506666666664	73.21373013333333
30	49.02079666666666	79.50102333333334	73.39751986666666
31	50.27573666666667	79.46638333333333	73.69511636666667
32	50.537416666666665	79.5414	73.64112566666664
33	51.593266666666665	79.54596333333335	73.58701253333332
34	50.87484	79.52194666666666	73.66385586666667
35	49.573200000000014	79.48956666666666	73.72148506666667
36	50.17046666666666	79.51801333333333	73.76735579999999
37	50.146963333333325	79.51387000000001	73.75204609999999
38	49.96786333333333	79.54629999999999	73.84616913333333
39	50.915299999999995	79.52873999999998	74.14004383333332
40	52.04017666666666	79.56720000000001	74.13734236666666
41	49.778553333333335	79.54827666666668	74.06995886666667
42	51.69934333333333	79.57054000000001	74.3142207
43	52.721396666666664	79.55608333333333	74.38871163333333
44	52.54273333333333	79.57030333333333	74.46103873333333
45	52.88532666666668	79.61632333333334	74.564662
46	52.56603	79.54902666666666	74.71624073333334
47	50.75304333333334	79.55960666666665	74.68867633333333
48	51.66607999999998	79.59604000000003	74.79643833333333
49	52.24916333333332	79.57656333333333	74.89206606666666
50	53.334833333333336	79.51314999999998	74.89428736666667
51	53.68300333333332	79.51069999999999	74.90835643333334
52	54.344426666666656	79.51382999999997	74.91694603333332
53	52.98109	79.52400333333334	74.96854863333334
54	53.34275	79.50360999999998	75.03015116666668
55	55.467073333333346	79.54784666666666	75.19494030000003
56	54.68204333333333	79.49650000000001	75.31159023333332
57	55.50622333333332	79.51347333333332	75.42460339999998
58	55.37941666666667	79.50729333333334	75.54801673333334
59	55.926073333333335	79.45797333333336	75.5479381
60	55.683246666666655	79.56261666666667	75.51510163333334
61	54.076453333333326	79.58652000000001	75.55171923333334
62	56.38274	79.60227999999998	75.68316296666669
