Gen	Min	Max	AVG
0	0.10752657082527581	17.008098318834833	0.44254794691851757
1	0.30535789901990246	38.47522971653221	1.1584139681494523
2	0.6333181856021777	71.72084790189271	2.7891190230490994
3	1.198869911374438	175.61328326514695	5.545926682449926
4	1.8942963672143756	596.6193443980678	12.249159871857245
5	2.716291136906272	970.7635765113262	19.39508583227205
6	3.5666624172381294	3418.4972074330935	45.45070975877416
7	4.556227733256439	6261.470847090224	75.73225034694694
8	5.557854454126483	6295.224485807909	79.83235609815792
9	6.633485013485542	7214.813686234235	92.54378610131602
10	7.597292974070416	7741.331024605698	111.40970784150907
11	8.618099033666422	7772.454084186253	116.25452671596227
12	9.664642591561375	8051.249272195604	145.12754916767764
13	10.875309407618238	8240.570245079878	156.81277628858768
14	11.970019296816623	8240.570245079878	159.80429747758564
15	12.937604260968733	8240.570245079878	163.32018307028062
16	14.189723047257486	8517.6243460295	170.42652944447747
17	15.479709993783823	8586.291649312308	175.87308364078075
18	16.54671429124301	9024.7911378	184.78670782874892
19	17.821999174546605	10210.026260272321	203.02830364886546
20	19.01514912732744	11524.5345228781	223.22676781914706
21	20.285378519115007	11524.5345228781	229.34803064527458
22	21.419669482507963	11779.082795569326	236.57604200777357
23	22.741720036962146	11846.169891411786	241.47758564795427
24	24.11646393507232	11862.11266138985	250.30280488977786
25	25.469147513532924	12037.510062646816	257.001578411809
26	26.71023768691617	12042.94360849883	261.51639337826043
27	27.821592186721908	22165.07768725507	349.5431568782509
28	29.416408311777865	22400.065399731193	357.2940222625264
29	30.526038987560476	22469.868304108546	363.2636686931484
30	31.89745213646473	23261.59328538847	377.2756347247974
31	33.35564571753219	23889.087686292012	389.62912724178204
32	34.60481478093966	23933.479347866894	394.8671559824306
33	35.959505736225644	26061.809640069972	428.040525284553
34	37.68606838279105	26174.286460657113	436.76275776733536
35	38.72434852329369	26363.423794201608	442.6043356070059
36	40.03376481886712	26363.70874243105	448.67975097611156
37	41.536217849394916	26363.70874243105	454.51695320610287
38	42.974529522312686	29610.87138058016	490.4368216191336
39	44.33334188567163	29622.448587280753	494.6615011133061
40	45.74850082562205	30066.461783467046	504.3384925426386
41	47.16084807783058	30066.461783467046	515.2502100729243
42	48.40684941050994	30204.518837850464	540.4263388216502
43	49.940719685071144	30204.518837850464	545.0259599073241
44	51.452493749998204	30269.425684538437	551.6583564915147
45	52.65608367211702	30269.425684538437	557.777072761345
46	54.104987640921	30269.425684538437	561.85828332558
47	55.20926988727274	38405.13677778213	635.6245470104872
48	56.809286513992	38610.34804782013	644.3888326198073
49	58.41368169860702	38610.34804782013	648.7825794495002
50	59.94295599784389	38610.34804782013	655.4558970849419
51	61.47511419406021	38849.946257822165	669.5821310136555
52	62.93210200313609	38993.7150134222	675.1789409456562
53	64.22582641883804	39644.12595243415	695.9343033929523
54	65.78231712603339	39840.60022183847	711.1019091055072
55	67.30955464803172	39840.60022183847	718.8042257696146
56	68.48206420762624	39984.799037290344	730.8334722200445
57	70.17703909978833	41292.90917160087	754.5912997616668
58	71.35099999654109	41292.90917160087	759.084616239418
59	72.90017844022847	42202.608180875926	777.9058364716044
60	74.81941198837593	42572.84625671673	790.4012078872216
61	76.48605568777809	43535.76853840409	815.2723794091747
62	77.73564543226061	43535.76853840409	821.8229824775485
63	78.99559039722666	43535.76853840409	827.6456797760328
64	80.04896297270503	43666.319683219466	835.8726506114027
65	81.42168556486057	43666.319683219466	847.8005434520412
66	82.49539500204214	43666.319683219466	852.3847066700662
67	84.24229006902694	43666.319683219466	855.6930332887426
68	85.65180071619709	43666.319683219466	866.3117587618369
69	86.79551863331803	43666.319683219466	870.8761636198461
70	88.37842763435255	43666.319683219466	874.1180405189251
71	90.02280887445903	44735.88461805646	891.2659693374743
72	90.96698291071668	44735.88461805646	894.7627131554115
73	92.4220062480268	44735.88461805646	900.2836329821846
74	93.83356873748231	44735.88461805646	905.4107454699538
75	95.0542111754834	45793.949436123294	922.597172375242
76	96.80853030141945	46032.10531347398	934.7446056741464
77	98.31590584624287	46032.10531347398	945.3863967415368
78	99.68931754662779	46032.10531347398	949.5400150564182
79	100.77169273481353	46032.10531347398	952.4502418507648
80	102.18428465436139	46032.10531347398	968.0989520205495
81	104.21519119628685	46032.10531347398	973.7178259737713
82	105.65472273717191	46150.632154584346	985.4621701524783
83	106.80268006449411	46150.632154584346	989.0925574069811
84	108.39574528053812	51411.88566249716	1039.4745362167955
85	109.57777347170052	51411.88566249716	1058.9554898029555
86	110.91365270000647	60224.34380304141	1150.0128197173315
87	112.1712013952337	66509.49513933402	1211.7560563280178
88	113.80467576376505	66509.49513933402	1214.7253407810008
89	115.4577010539108	66509.49513933402	1226.7554266323693
90	116.32355018675116	66509.49513933402	1231.2294655396468
91	118.23008941085553	66509.49513933402	1239.9949379680636
92	119.94902202297514	66513.9224737448	1247.845002214917
